0,  0.94, training
0,  0.92, validation
1,  0.91, training
1,  0.91, validation
2,  0.90, training
2,  0.91, validation
3,  0.90, training
3,  0.92, validation
4,  0.89, training
4,  0.91, validation
5,  0.88, training
5,  0.90, validation
6,  0.87, training
6,  0.90, validation
7,  0.86, training
7,  0.87, validation
8,  0.85, training
8,  0.87, validation
9,  0.84, training
9,  0.85, validation
10,  0.83, training
10,  0.84, validation
11,  0.83, training
11,  0.84, validation
12,  0.82, training
12,  0.83, validation
13,  0.82, training
13,  0.83, validation
14,  0.82, training
14,  0.82, validation
15,  0.81, training
15,  0.82, validation
16,  0.81, training
16,  0.82, validation
17,  0.80, training
17,  0.81, validation
18,  0.80, training
18,  0.82, validation
19,  0.80, training
19,  0.81, validation
20,  0.80, training
20,  0.82, validation
21,  0.80, training
21,  0.82, validation
22,  0.79, training
22,  0.81, validation
23,  0.79, training
23,  0.82, validation
24,  0.79, training
24,  0.80, validation
25,  0.78, training
25,  0.81, validation
26,  0.78, training
26,  0.82, validation
27,  0.78, training
27,  0.84, validation
28,  0.77, training
28,  0.80, validation
29,  0.77, training
29,  0.81, validation
30,  0.77, training
30,  0.79, validation
31,  0.77, training
31,  0.83, validation
32,  0.77, training
32,  0.79, validation
33,  0.77, training
33,  0.81, validation
34,  0.76, training
34,  0.80, validation
35,  0.76, training
35,  0.79, validation
36,  0.76, training
36,  0.78, validation
37,  0.76, training
37,  0.79, validation
38,  0.75, training
38,  0.77, validation
39,  0.75, training
39,  0.79, validation
40,  0.75, training
40,  0.78, validation
41,  0.75, training
41,  0.79, validation
42,  0.75, training
42,  0.79, validation
43,  0.74, training
43,  0.77, validation
44,  0.74, training
44,  0.78, validation
45,  0.74, training
45,  0.77, validation
46,  0.74, training
46,  0.80, validation
47,  0.73, training
47,  0.79, validation
48,  0.73, training
48,  0.77, validation
49,  0.73, training
49,  0.77, validation
50,  0.73, training
50,  0.75, validation
51,  0.73, training
51,  0.76, validation
52,  0.72, training
52,  0.75, validation
53,  0.72, training
53,  0.75, validation
54,  0.72, training
54,  0.75, validation
55,  0.72, training
55,  0.77, validation
56,  0.72, training
56,  0.75, validation
57,  0.71, training
57,  0.75, validation
58,  0.71, training
58,  0.76, validation
59,  0.71, training
59,  0.75, validation
60,  0.71, training
60,  0.74, validation
61,  0.71, training
61,  0.75, validation
62,  0.70, training
62,  0.75, validation
63,  0.70, training
63,  0.73, validation
64,  0.70, training
64,  0.73, validation
65,  0.69, training
65,  0.78, validation
66,  0.70, training
66,  0.74, validation
67,  0.69, training
67,  0.76, validation
68,  0.69, training
68,  0.76, validation
69,  0.69, training
69,  0.75, validation
70,  0.69, training
70,  0.73, validation
71,  0.69, training
71,  0.78, validation
72,  0.69, training
72,  0.76, validation
73,  0.68, training
73,  0.76, validation
74,  0.69, training
74,  0.76, validation
75,  0.69, training
75,  0.74, validation
76,  0.68, training
76,  0.71, validation
77,  0.68, training
77,  0.72, validation
78,  0.67, training
78,  0.74, validation
79,  0.67, training
79,  0.75, validation
80,  0.67, training
80,  0.73, validation
81,  0.67, training
81,  0.71, validation
82,  0.67, training
82,  0.71, validation
83,  0.67, training
83,  0.73, validation
84,  0.67, training
84,  0.74, validation
85,  0.66, training
85,  0.74, validation
86,  0.66, training
86,  0.79, validation
87,  0.66, training
87,  0.73, validation
88,  0.66, training
88,  0.75, validation
89,  0.65, training
89,  0.70, validation
90,  0.66, training
90,  0.73, validation
91,  0.65, training
91,  0.76, validation
92,  0.65, training
92,  0.72, validation
93,  0.65, training
93,  0.73, validation
94,  0.65, training
94,  0.74, validation
95,  0.65, training
95,  0.71, validation
96,  0.65, training
96,  0.71, validation
97,  0.65, training
97,  0.70, validation
98,  0.64, training
98,  0.72, validation
99,  0.64, training
99,  0.71, validation
100,  0.64, training
100,  0.69, validation
101,  0.64, training
101,  0.69, validation
102,  0.64, training
102,  0.72, validation
103,  0.64, training
103,  0.74, validation
104,  0.64, training
104,  0.73, validation
105,  0.64, training
105,  0.72, validation
106,  0.64, training
106,  0.73, validation
107,  0.63, training
107,  0.71, validation
108,  0.63, training
108,  0.70, validation
109,  0.63, training
109,  0.68, validation
110,  0.63, training
110,  0.69, validation
111,  0.63, training
111,  0.68, validation
112,  0.62, training
112,  0.75, validation
113,  0.63, training
113,  0.71, validation
114,  0.62, training
114,  0.71, validation
115,  0.61, training
115,  0.73, validation
116,  0.62, training
116,  0.71, validation
117,  0.63, training
117,  0.69, validation
118,  0.62, training
118,  0.70, validation
119,  0.62, training
119,  0.70, validation
120,  0.62, training
120,  0.67, validation
121,  0.61, training
121,  0.72, validation
122,  0.61, training
122,  0.69, validation
123,  0.61, training
123,  0.70, validation
124,  0.61, training
124,  0.71, validation
125,  0.62, training
125,  0.66, validation
126,  0.60, training
126,  0.71, validation
127,  0.61, training
127,  0.68, validation
128,  0.60, training
128,  0.70, validation
129,  0.61, training
129,  0.70, validation
130,  0.60, training
130,  0.68, validation
131,  0.60, training
131,  0.67, validation
132,  0.59, training
132,  0.66, validation
133,  0.60, training
133,  0.69, validation
134,  0.60, training
134,  0.68, validation
135,  0.59, training
135,  0.68, validation
136,  0.59, training
136,  0.67, validation
137,  0.59, training
137,  0.69, validation
138,  0.59, training
138,  0.67, validation
139,  0.59, training
139,  0.67, validation
140,  0.59, training
140,  0.64, validation
141,  0.59, training
141,  0.67, validation
142,  0.59, training
142,  0.69, validation
143,  0.58, training
143,  0.70, validation
144,  0.58, training
144,  0.69, validation
145,  0.58, training
145,  0.68, validation
146,  0.58, training
146,  0.65, validation
147,  0.58, training
147,  0.69, validation
148,  0.58, training
148,  0.65, validation
149,  0.58, training
149,  0.66, validation
150,  0.58, training
150,  0.66, validation
151,  0.57, training
151,  0.67, validation
152,  0.57, training
152,  0.68, validation
153,  0.57, training
153,  0.67, validation
154,  0.57, training
154,  0.66, validation
155,  0.57, training
155,  0.65, validation
156,  0.57, training
156,  0.64, validation
157,  0.56, training
157,  0.66, validation
158,  0.57, training
158,  0.68, validation
159,  0.57, training
159,  0.65, validation
160,  0.57, training
160,  0.61, validation
161,  0.57, training
161,  0.65, validation
162,  0.56, training
162,  0.73, validation
163,  0.57, training
163,  0.67, validation
164,  0.56, training
164,  0.62, validation
165,  0.56, training
165,  0.63, validation
166,  0.56, training
166,  0.64, validation
167,  0.55, training
167,  0.65, validation
168,  0.56, training
168,  0.69, validation
169,  0.56, training
169,  0.63, validation
170,  0.56, training
170,  0.66, validation
171,  0.55, training
171,  0.63, validation
172,  0.55, training
172,  0.62, validation
173,  0.55, training
173,  0.63, validation
174,  0.55, training
174,  0.64, validation
175,  0.55, training
175,  0.63, validation
176,  0.55, training
176,  0.68, validation
177,  0.55, training
177,  0.61, validation
178,  0.55, training
178,  0.59, validation
179,  0.55, training
179,  0.66, validation
180,  0.54, training
180,  0.64, validation
181,  0.55, training
181,  0.59, validation
182,  0.54, training
182,  0.64, validation
183,  0.54, training
183,  0.61, validation
184,  0.55, training
184,  0.61, validation
185,  0.53, training
185,  0.64, validation
186,  0.54, training
186,  0.60, validation
187,  0.54, training
187,  0.63, validation
188,  0.54, training
188,  0.64, validation
189,  0.54, training
189,  0.63, validation
190,  0.54, training
190,  0.62, validation
191,  0.53, training
191,  0.64, validation
192,  0.54, training
192,  0.59, validation
193,  0.53, training
193,  0.60, validation
194,  0.53, training
194,  0.59, validation
195,  0.53, training
195,  0.61, validation
196,  0.53, training
196,  0.59, validation
197,  0.53, training
197,  0.64, validation
198,  0.53, training
198,  0.60, validation
199,  0.53, training
199,  0.61, validation
200,  0.52, training
200,  0.60, validation
201,  0.53, training
201,  0.61, validation
202,  0.53, training
202,  0.56, validation
203,  0.53, training
203,  0.57, validation
204,  0.52, training
204,  0.59, validation
205,  0.52, training
205,  0.66, validation
206,  0.53, training
206,  0.61, validation
207,  0.52, training
207,  0.56, validation
208,  0.52, training
208,  0.56, validation
209,  0.52, training
209,  0.58, validation
210,  0.52, training
210,  0.65, validation
211,  0.52, training
211,  0.60, validation
212,  0.51, training
212,  0.59, validation
213,  0.52, training
213,  0.62, validation
214,  0.52, training
214,  0.65, validation
215,  0.51, training
215,  0.57, validation
216,  0.51, training
216,  0.61, validation
217,  0.52, training
217,  0.59, validation
218,  0.50, training
218,  0.59, validation
219,  0.51, training
219,  0.58, validation
220,  0.51, training
220,  0.58, validation
221,  0.51, training
221,  0.58, validation
222,  0.51, training
222,  0.61, validation
223,  0.51, training
223,  0.58, validation
224,  0.51, training
224,  0.59, validation
225,  0.51, training
225,  0.61, validation
226,  0.51, training
226,  0.58, validation
227,  0.50, training
227,  0.60, validation
228,  0.50, training
228,  0.58, validation
229,  0.50, training
229,  0.59, validation
230,  0.50, training
230,  0.58, validation
231,  0.50, training
231,  0.59, validation
232,  0.50, training
232,  0.59, validation
233,  0.50, training
233,  0.54, validation
234,  0.50, training
234,  0.61, validation
235,  0.51, training
235,  0.56, validation
236,  0.50, training
236,  0.55, validation
237,  0.49, training
237,  0.58, validation
238,  0.49, training
238,  0.58, validation
239,  0.49, training
239,  0.55, validation
240,  0.50, training
240,  0.58, validation
241,  0.50, training
241,  0.59, validation
242,  0.49, training
242,  0.56, validation
243,  0.50, training
243,  0.58, validation
244,  0.49, training
244,  0.60, validation
245,  0.49, training
245,  0.56, validation
246,  0.49, training
246,  0.56, validation
247,  0.50, training
247,  0.58, validation
248,  0.48, training
248,  0.57, validation
249,  0.49, training
249,  0.62, validation
250,  0.49, training
250,  0.59, validation
251,  0.49, training
251,  0.58, validation
252,  0.49, training
252,  0.59, validation
253,  0.49, training
253,  0.58, validation
254,  0.49, training
254,  0.58, validation
255,  0.49, training
255,  0.59, validation
256,  0.49, training
256,  0.55, validation
257,  0.48, training
257,  0.55, validation
258,  0.49, training
258,  0.58, validation
259,  0.48, training
259,  0.56, validation
260,  0.48, training
260,  0.59, validation
261,  0.48, training
261,  0.58, validation
262,  0.49, training
262,  0.63, validation
263,  0.48, training
263,  0.58, validation
264,  0.48, training
264,  0.58, validation
265,  0.48, training
265,  0.58, validation
266,  0.48, training
266,  0.57, validation
267,  0.48, training
267,  0.57, validation
268,  0.47, training
268,  0.61, validation
269,  0.47, training
269,  0.57, validation
270,  0.48, training
270,  0.57, validation
271,  0.48, training
271,  0.58, validation
272,  0.48, training
272,  0.58, validation
273,  0.47, training
273,  0.57, validation
274,  0.47, training
274,  0.56, validation
275,  0.47, training
275,  0.55, validation
276,  0.47, training
276,  0.54, validation
277,  0.47, training
277,  0.55, validation
278,  0.47, training
278,  0.57, validation
279,  0.47, training
279,  0.53, validation
280,  0.46, training
280,  0.57, validation
281,  0.47, training
281,  0.58, validation
282,  0.47, training
282,  0.54, validation
283,  0.47, training
283,  0.59, validation
284,  0.47, training
284,  0.58, validation
285,  0.47, training
285,  0.56, validation
286,  0.47, training
286,  0.55, validation
287,  0.47, training
287,  0.54, validation
288,  0.46, training
288,  0.62, validation
289,  0.47, training
289,  0.64, validation
290,  0.47, training
290,  0.54, validation
291,  0.47, training
291,  0.60, validation
292,  0.46, training
292,  0.56, validation
293,  0.47, training
293,  0.56, validation
294,  0.47, training
294,  0.56, validation
295,  0.47, training
295,  0.59, validation
296,  0.46, training
296,  0.54, validation
297,  0.46, training
297,  0.62, validation
298,  0.46, training
298,  0.55, validation
299,  0.46, training
299,  0.57, validation
300,  0.46, training
300,  0.59, validation
301,  0.46, training
301,  0.58, validation
302,  0.46, training
302,  0.58, validation
303,  0.46, training
303,  0.57, validation
304,  0.46, training
304,  0.55, validation
305,  0.46, training
305,  0.55, validation
306,  0.46, training
306,  0.56, validation
307,  0.46, training
307,  0.58, validation
308,  0.46, training
308,  0.57, validation
309,  0.46, training
309,  0.55, validation
310,  0.45, training
310,  0.57, validation
311,  0.45, training
311,  0.61, validation
312,  0.46, training
312,  0.59, validation
313,  0.45, training
313,  0.58, validation
314,  0.45, training
314,  0.53, validation
315,  0.45, training
315,  0.58, validation
316,  0.46, training
316,  0.59, validation
317,  0.45, training
317,  0.55, validation
318,  0.45, training
318,  0.53, validation
319,  0.46, training
319,  0.55, validation
320,  0.45, training
320,  0.60, validation
321,  0.45, training
321,  0.54, validation
322,  0.46, training
322,  0.54, validation
323,  0.45, training
323,  0.52, validation
324,  0.45, training
324,  0.54, validation
325,  0.45, training
325,  0.55, validation
326,  0.45, training
326,  0.57, validation
327,  0.45, training
327,  0.60, validation
328,  0.46, training
328,  0.56, validation
329,  0.45, training
329,  0.55, validation
330,  0.45, training
330,  0.56, validation
331,  0.45, training
331,  0.52, validation
332,  0.45, training
332,  0.55, validation
333,  0.45, training
333,  0.54, validation
334,  0.44, training
334,  0.59, validation
335,  0.46, training
335,  0.55, validation
336,  0.45, training
336,  0.54, validation
337,  0.45, training
337,  0.56, validation
338,  0.45, training
338,  0.54, validation
339,  0.44, training
339,  0.54, validation
340,  0.44, training
340,  0.54, validation
341,  0.45, training
341,  0.54, validation
342,  0.44, training
342,  0.55, validation
343,  0.45, training
343,  0.59, validation
344,  0.45, training
344,  0.55, validation
345,  0.44, training
345,  0.53, validation
346,  0.44, training
346,  0.59, validation
347,  0.45, training
347,  0.56, validation
348,  0.44, training
348,  0.53, validation
349,  0.45, training
349,  0.52, validation
350,  0.44, training
350,  0.53, validation
351,  0.44, training
351,  0.55, validation
352,  0.44, training
352,  0.56, validation
353,  0.44, training
353,  0.52, validation
354,  0.44, training
354,  0.54, validation
355,  0.43, training
355,  0.56, validation
